start_frame,end_frame,frame_dir,label,train
1,281,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c02,0,True
1,138,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c03,0,True
1,119,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c04,0,True
1,242,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c05,0,True
1,140,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c01,0,True
1,209,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c02,0,True
1,114,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c03,0,True
1,127,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c04,0,True
1,219,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c05,0,True
1,192,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c01,0,True
1,205,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c02,0,True
1,189,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c03,0,True
1,270,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c04,0,True
1,225,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c05,0,True
1,217,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c01,0,True
1,293,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c02,0,True
1,152,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c03,0,True
1,158,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c04,0,True
1,219,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c01,0,True
1,191,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c02,0,True
1,157,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c03,0,True
1,265,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c04,0,True
1,137,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c05,0,True
1,218,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c06,0,True
1,218,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c01,0,True
1,115,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c02,0,True
1,153,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c03,0,True
1,273,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c04,0,True
1,109,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c05,0,True
1,205,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c01,0,True
1,309,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c02,0,True
1,177,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c03,0,True
1,251,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c04,0,True
1,293,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c05,0,True
1,163,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c01,0,True
1,158,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c02,0,True
1,151,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c03,0,True
1,241,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c04,0,True
1,246,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c05,0,True
1,169,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c06,0,True
1,311,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c01,0,True
1,127,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c02,0,True
1,123,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c03,0,True
1,251,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c04,0,True
1,240,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c05,0,True
1,267,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c06,0,True
1,234,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g24_c07,0,True
1,290,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c01,0,True
1,156,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c02,0,True
1,151,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c03,0,True
1,213,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c04,0,True
1,113,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c05,0,True
1,132,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c06,0,True
1,175,/path/to/dir/ucf_frames_30fps/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c07,0,True
1,218,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g08_c01,1,True
1,264,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g08_c02,1,True
1,325,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g08_c03,1,True
1,373,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g08_c04,1,True
1,120,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g09_c01,1,True
1,294,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g09_c02,1,True
1,297,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g09_c03,1,True
1,253,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g09_c04,1,True
1,127,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g10_c01,1,True
1,168,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g10_c02,1,True
1,141,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g10_c03,1,True
1,297,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g10_c04,1,True
1,173,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g11_c01,1,True
1,240,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g11_c02,1,True
1,131,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g11_c03,1,True
1,189,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g11_c04,1,True
1,239,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g12_c01,1,True
1,128,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g12_c02,1,True
1,170,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g12_c03,1,True
1,333,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g12_c04,1,True
1,215,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g12_c05,1,True
1,257,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g13_c01,1,True
1,187,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g13_c02,1,True
1,198,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g13_c03,1,True
1,253,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g13_c04,1,True
1,212,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g14_c01,1,True
1,229,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g14_c02,1,True
1,210,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g14_c03,1,True
1,127,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g14_c04,1,True
1,193,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g15_c01,1,True
1,164,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g15_c02,1,True
1,161,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g15_c03,1,True
1,182,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g15_c04,1,True
1,170,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g15_c05,1,True
1,155,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g16_c01,1,True
1,199,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g16_c02,1,True
1,175,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g16_c03,1,True
1,209,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g16_c04,1,True
1,188,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g16_c05,1,True
1,194,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g17_c01,1,True
1,182,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g17_c02,1,True
1,171,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g17_c03,1,True
1,151,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g17_c04,1,True
1,170,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g17_c05,1,True
1,125,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g18_c01,1,True
1,168,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g18_c02,1,True
1,169,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g18_c03,1,True
1,144,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g18_c04,1,True
1,211,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g19_c01,1,True
1,134,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g19_c02,1,True
1,186,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g19_c03,1,True
1,187,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g19_c04,1,True
1,116,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g20_c01,1,True
1,129,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g20_c02,1,True
1,233,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g20_c03,1,True
1,168,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g20_c04,1,True
1,108,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g20_c05,1,True
1,102,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g21_c01,1,True
1,188,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g21_c02,1,True
1,171,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g21_c03,1,True
1,231,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g21_c04,1,True
1,158,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g21_c05,1,True
1,213,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c01,1,True
1,211,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c02,1,True
1,203,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c03,1,True
1,212,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c04,1,True
1,315,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c05,1,True
1,206,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c06,1,True
1,107,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g22_c07,1,True
1,254,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g23_c01,1,True
1,182,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g23_c02,1,True
1,162,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g23_c03,1,True
1,261,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g23_c04,1,True
1,137,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g24_c01,1,True
1,263,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g24_c02,1,True
1,140,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g24_c03,1,True
1,140,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g24_c04,1,True
1,345,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g24_c05,1,True
1,193,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g25_c01,1,True
1,181,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g25_c02,1,True
1,223,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g25_c03,1,True
1,241,/path/to/dir/ucf_frames_30fps/ucf101/ApplyLipstick/v_ApplyLipstick_g25_c04,1,True
1,435,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g08_c01,2,True
1,139,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g08_c02,2,True
1,391,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g08_c03,2,True
1,411,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g08_c04,2,True
1,440,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g08_c05,2,True
1,120,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g09_c01,2,True
1,101,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g09_c02,2,True
1,99,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g09_c03,2,True
1,115,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g09_c04,2,True
1,116,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g09_c05,2,True
1,103,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g09_c06,2,True
1,129,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g09_c07,2,True
1,133,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g10_c01,2,True
1,168,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g10_c02,2,True
1,243,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g10_c03,2,True
1,249,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g10_c04,2,True
1,225,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g10_c05,2,True
1,211,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g10_c06,2,True
1,151,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g10_c07,2,True
1,233,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g11_c01,2,True
1,363,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g11_c02,2,True
1,355,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g11_c03,2,True
1,311,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g11_c04,2,True
1,253,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g11_c05,2,True
1,293,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g11_c06,2,True
1,318,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g11_c07,2,True
1,426,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g12_c01,2,True
1,477,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g12_c02,2,True
1,523,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g12_c03,2,True
1,234,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g12_c04,2,True
1,180,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g13_c01,2,True
1,177,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g13_c02,2,True
1,193,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g13_c03,2,True
1,200,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g13_c04,2,True
1,223,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g13_c05,2,True
1,198,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g13_c06,2,True
1,229,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g13_c07,2,True
1,249,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g14_c01,2,True
1,265,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g14_c02,2,True
1,204,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g14_c03,2,True
1,294,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g14_c04,2,True
1,133,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g15_c01,2,True
1,222,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g15_c02,2,True
1,223,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g15_c03,2,True
1,245,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g15_c04,2,True
1,211,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g15_c05,2,True
1,210,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g15_c06,2,True
1,211,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g15_c07,2,True
1,182,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g16_c01,2,True
1,271,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g16_c02,2,True
1,248,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g16_c03,2,True
1,143,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g16_c04,2,True
1,315,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g16_c05,2,True
1,176,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g17_c01,2,True
1,114,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g17_c02,2,True
1,116,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g17_c03,2,True
1,80,/path/to/dir/ucf_frames_30fps/ucf101/Archery/v_Archery_g17_c04,2,True
